Date,Close,Open,High,Low,Volume,변동 %
2017-07-12,11450 ,11250 ,11600 ,11250 ,97.20K,1.33%
2017-07-13,11450 ,11450 ,11750 ,11200 ,170.73K,0.00%
2017-07-14,11250 ,11450 ,11450 ,11150 ,167.69K,-1.75%
2017-07-17,11250 ,11200 ,11300 ,10900 ,174.47K,0.00%
2017-07-18,11150 ,11200 ,11400 ,11000 ,118.01K,-0.89%
2017-07-19,11200 ,11150 ,11200 ,10950 ,111.79K,0.45%
2017-07-20,11050 ,11250 ,11250 ,11000 ,111.88K,-1.34%
2017-07-21,11500 ,11050 ,11500 ,10900 ,215.20K,4.07%
2017-07-24,11200 ,11400 ,11600 ,11100 ,137.37K,-2.61%
2017-07-25,11000 ,11200 ,11200 ,10800 ,172.68K,-1.79%
2017-07-26,10900 ,11050 ,11050 ,10700 ,163.49K,-0.91%
2017-07-27,10800 ,10900 ,10950 ,10700 ,82.35K,-0.92%
2017-07-28,11150 ,10750 ,11250 ,10700 ,185.81K,3.24%
2017-07-31,10900 ,11150 ,11200 ,10700 ,151.88K,-2.24%
2017-08-01,11000 ,10900 ,11050 ,10850 ,72.43K,0.92%
2017-08-02,10750 ,11000 ,11050 ,10750 ,101.71K,-2.27%
2017-08-03,10600 ,10700 ,10850 ,10350 ,166.11K,-1.40%
2017-08-04,10650 ,10650 ,10650 ,9980 ,317.59K,0.47%
2017-08-07,10450 ,10650 ,10700 ,10400 ,99.11K,-1.88%
2017-08-08,10500 ,10500 ,10500 ,10300 ,94.31K,0.48%
2017-08-09,10150 ,10400 ,10450 ,10050 ,180.73K,-3.33%
2017-08-10,10200 ,10150 ,11150 ,10100 ,532.19K,0.49%
2017-08-11,10300 ,10050 ,10450 ,10000 ,154.60K,0.98%
2017-08-14,10550 ,10450 ,10700 ,10350 ,127.92K,2.43%
2017-08-16,10550 ,10800 ,10850 ,10500 ,132.48K,0.00%
2017-08-17,10900 ,10550 ,10900 ,10500 ,112.97K,3.32%
2017-08-18,10950 ,10700 ,11000 ,10650 ,92.66K,0.46%
2017-08-21,10900 ,11100 ,11150 ,10850 ,82.50K,-0.46%
2017-08-22,10650 ,10900 ,10900 ,10600 ,74.27K,-2.29%
2017-08-23,10500 ,10650 ,10700 ,10350 ,115.51K,-1.41%
2017-08-24,10600 ,10450 ,10600 ,10400 ,61.72K,0.95%
2017-08-25,10650 ,10500 ,10700 ,10450 ,65.10K,0.47%
2017-08-28,11050 ,10600 ,11050 ,10500 ,162.82K,3.76%
2017-08-29,10900 ,11050 ,11100 ,10750 ,111.74K,-1.36%
2017-08-30,10700 ,10900 ,11000 ,10650 ,93.28K,-1.83%
2017-08-31,10650 ,10750 ,10750 ,10450 ,131.48K,-0.47%
2017-09-01,11100 ,10650 ,11100 ,10550 ,236.77K,4.23%
2017-09-04,10650 ,10800 ,10950 ,10650 ,168.19K,-4.05%
2017-09-05,10700 ,10800 ,10850 ,10550 ,87.60K,0.47%
2017-09-06,10850 ,10600 ,10850 ,10600 ,94.56K,1.40%
2017-09-07,11500 ,10900 ,11600 ,10800 ,476.47K,5.99%
2017-09-08,11200 ,11400 ,11500 ,11100 ,158.59K,-2.61%
2017-09-10,11200 ,11200 ,11200 ,11200 ,0.20K,0.00%
2017-09-11,11250 ,11200 ,11500 ,11100 ,152.30K,0.45%
2017-09-12,11000 ,11250 ,11300 ,10900 ,130.09K,-2.22%
2017-09-13,10850 ,11000 ,11000 ,10650 ,138.72K,-1.36%
2017-09-14,10700 ,10750 ,10750 ,10550 ,160.01K,-1.38%
2017-09-15,10950 ,10600 ,11100 ,10550 ,166.46K,2.34%
2017-09-17,10950 ,10950 ,10950 ,10950 ,-,0.00%
2017-09-18,10850 ,10850 ,11100 ,10800 ,103.39K,-0.91%
2017-09-19,11100 ,10750 ,11250 ,10750 ,183.52K,2.30%
2017-09-20,11050 ,11200 ,11550 ,11000 ,343.35K,-0.45%
2017-09-21,10800 ,11000 ,11100 ,10750 ,142.25K,-2.26%
2017-09-22,10950 ,10800 ,10950 ,10600 ,110.18K,1.39%
2017-09-25,10600 ,10800 ,11050 ,10550 ,118.30K,-3.20%
2017-09-26,10700 ,10550 ,10750 ,10450 ,83.29K,0.94%
2017-09-27,10550 ,10600 ,10800 ,10500 ,89.98K,-1.40%
2017-09-28,10600 ,10600 ,10650 ,10450 ,94.58K,0.47%
2017-09-29,10850 ,10600 ,10950 ,10550 ,118.85K,2.36%
2017-10-09,10850 ,10850 ,10850 ,10850 ,0.31K,0.00%
2017-10-10,10850 ,10900 ,11050 ,10650 ,176.34K,0.00%
2017-10-11,11150 ,10900 ,11200 ,10900 ,160.91K,2.76%
2017-10-12,11000 ,11200 ,11250 ,10950 ,137.37K,-1.35%
2017-10-13,10650 ,11000 ,11150 ,10600 ,210.74K,-3.18%
2017-10-16,11350 ,11300 ,12500 ,11150 ,2.83M,6.57%
2017-10-17,11000 ,11350 ,11400 ,10900 ,431.09K,-3.08%
2017-10-18,10850 ,11050 ,11150 ,10750 ,289.41K,-1.36%
2017-10-19,11000 ,10900 ,11050 ,10750 ,218.68K,1.38%
2017-10-20,10900 ,11000 ,11100 ,10850 ,124.65K,-0.91%
2017-10-22,10900 ,10900 ,10900 ,10900 ,0.47K,0.00%
2017-10-23,11000 ,10900 ,11050 ,10850 ,136.99K,0.92%
2017-10-24,11150 ,10900 ,11150 ,10900 ,164.38K,1.36%
2017-10-25,11400 ,11200 ,11400 ,11100 ,239.50K,2.24%
2017-10-26,11600 ,11400 ,11750 ,11400 ,372.10K,1.75%
2017-10-27,11550 ,11650 ,11650 ,11300 ,250.12K,-0.43%
2017-10-29,11550 ,11550 ,11550 ,11550 ,0.69K,0.00%
2017-10-30,11550 ,11700 ,11750 ,11400 ,178.43K,0.00%
2017-10-31,12150 ,11650 ,12250 ,11650 ,729.03K,5.19%
2017-11-01,12300 ,12350 ,12400 ,11950 ,249.83K,1.23%
2017-11-02,11900 ,12500 ,12600 ,11800 ,401.81K,-3.25%
2017-11-03,12350 ,12000 ,12450 ,11700 ,493.02K,3.78%
2017-11-05,12350 ,12350 ,12350 ,12350 ,1.14K,0.00%
2017-11-06,12500 ,12350 ,12900 ,12100 ,499.56K,1.21%
2017-11-07,12600 ,12400 ,12750 ,12200 ,286.16K,0.80%
2017-11-08,12600 ,12650 ,12750 ,12350 ,241.12K,0.00%
2017-11-09,12450 ,12300 ,12450 ,11950 ,398.23K,-1.19%
2017-11-10,12250 ,12300 ,12650 ,12150 ,300.51K,-1.61%
2017-11-12,12250 ,12250 ,12250 ,12250 ,-,0.00%
2017-11-13,12750 ,12400 ,12900 ,12200 ,446.68K,4.08%
2017-11-14,13850 ,13000 ,14500 ,12750 ,1.98M,8.63%
2017-11-15,14700 ,13800 ,15150 ,13550 ,1.62M,6.14%
2017-11-16,16300 ,15200 ,16300 ,14500 ,1.75M,10.88%
2017-11-17,17900 ,16650 ,18350 ,16450 ,2.45M,9.82%
2017-11-19,17900 ,17900 ,17900 ,17900 ,7.52K,0.00%
2017-11-20,18600 ,17900 ,19200 ,17100 ,1.62M,3.91%
2017-11-21,18150 ,19100 ,19400 ,17650 ,1.61M,-2.42%
2017-11-22,16100 ,18300 ,18350 ,15950 ,2.37M,-11.29%
2017-11-23,16350 ,16100 ,16900 ,16000 ,953.68K,1.55%
2017-11-24,15450 ,16500 ,16900 ,15300 ,950.66K,-5.50%
2017-11-26,15450 ,15450 ,15450 ,15450 ,0.71K,0.00%
2017-11-27,15750 ,15350 ,15900 ,15200 ,848.60K,1.94%
2017-11-28,14950 ,15700 ,15900 ,14700 ,870.41K,-5.08%
2017-11-29,14900 ,14950 ,15200 ,14450 ,885.55K,-0.33%
2017-11-30,14550 ,15000 ,15250 ,14500 ,649.17K,-2.35%
2017-12-01,15400 ,14700 ,15500 ,14650 ,743.81K,5.84%
2017-12-03,15400 ,15400 ,15400 ,15400 ,0.27K,0.00%
2017-12-04,14350 ,15450 ,15450 ,14300 ,674.26K,-6.82%
2017-12-05,14250 ,14450 ,14800 ,14050 ,388.69K,-0.70%
2017-12-06,14300 ,14400 ,15150 ,14000 ,609.68K,0.35%
2017-12-07,13500 ,14200 ,14450 ,13200 ,518.03K,-5.59%
2017-12-08,13450 ,13550 ,13850 ,13200 ,296.65K,-0.37%
2017-12-10,13450 ,13450 ,13450 ,13450 ,-,0.00%
2017-12-11,14250 ,13650 ,14250 ,13350 ,314.50K,5.95%
2017-12-12,13800 ,14150 ,14400 ,13650 ,295.14K,-3.16%
2017-12-13,14100 ,13900 ,14400 ,13700 ,328.09K,2.17%
2017-12-14,13800 ,14150 ,14200 ,13600 ,379.54K,-2.13%
2017-12-15,13850 ,13800 ,14150 ,13500 ,270.03K,0.36%
2017-12-17,13850 ,13850 ,13850 ,13850 ,-,0.00%
2017-12-18,13550 ,13850 ,14200 ,13550 ,284.56K,-2.17%
2017-12-19,14150 ,13700 ,14150 ,13200 ,398.43K,4.43%
2017-12-20,14050 ,14050 ,14400 ,13750 ,294.28K,-0.71%
2017-12-21,14050 ,14000 ,14600 ,13900 ,394.69K,0.00%
2017-12-22,14650 ,14150 ,14700 ,13700 ,492.23K,4.27%
2017-12-25,14650 ,14650 ,14650 ,14650 ,-,0.00%
2017-12-26,14750 ,14750 ,15250 ,14500 ,529.23K,0.68%
2017-12-27,14700 ,15050 ,15050 ,14400 ,520.85K,-0.34%
2017-12-28,14250 ,14650 ,14650 ,14200 ,362.03K,-3.06%
2018-01-02,15350 ,14350 ,15400 ,14300 ,648.67K,7.72%
2018-01-03,15300 ,15500 ,15800 ,14950 ,729.11K,-0.33%
2018-01-04,14400 ,15400 ,15450 ,14300 ,524.70K,-5.88%
2018-01-05,14650 ,14300 ,14750 ,14250 ,508.48K,1.74%
2018-01-07,14650 ,14650 ,14650 ,14650 ,-,0.00%
2018-01-08,13850 ,14550 ,14550 ,13600 ,731.00K,-5.46%
2018-01-09,13050 ,13650 ,13750 ,12750 ,834.95K,-5.78%
2018-01-10,13300 ,12950 ,13450 ,12800 ,389.87K,1.92%
2018-01-11,13450 ,13400 ,13500 ,12850 ,530.23K,1.13%
2018-01-12,13650 ,13550 ,13750 ,13100 ,500.23K,1.49%
2018-01-14,13650 ,13650 ,13650 ,13650 ,-,0.00%
2018-01-15,13750 ,13600 ,13800 ,13300 ,333.39K,0.73%
2018-01-16,14700 ,13950 ,14800 ,13850 ,958.79K,6.91%
2018-01-17,15000 ,14650 ,15150 ,14600 ,602.96K,2.04%
2018-01-18,15100 ,15250 ,15250 ,14600 ,454.74K,0.67%
2018-01-19,15850 ,15300 ,16300 ,15250 ,1.18M,4.97%
2018-01-21,15850 ,15850 ,15850 ,15850 ,-,0.00%
2018-01-22,15750 ,16000 ,16350 ,15200 ,645.02K,-0.63%
2018-01-23,15950 ,16050 ,16200 ,15150 ,558.13K,1.27%
2018-01-24,15250 ,15950 ,15950 ,15100 ,554.76K,-4.39%
2018-01-25,15700 ,15100 ,15800 ,14650 ,786.59K,2.95%
2018-01-26,15800 ,15950 ,16350 ,15650 ,674.98K,0.64%
2018-01-28,15800 ,15800 ,15800 ,15800 ,-,0.00%
2018-01-29,15350 ,15850 ,15950 ,15100 ,503.05K,-2.85%
2018-01-30,14900 ,15100 ,15350 ,14650 ,539.73K,-2.93%
2018-01-31,14950 ,14600 ,15300 ,14550 ,353.29K,0.34%
2018-02-01,15200 ,15050 ,15500 ,14850 ,389.59K,1.67%
2018-02-02,15750 ,15300 ,15800 ,14900 ,661.61K,3.62%
2018-02-04,15750 ,15750 ,15750 ,15750 ,-,0.00%
2018-02-05,16400 ,15500 ,17350 ,15500 ,2.91M,4.13%
2018-02-06,15450 ,15650 ,16150 ,14600 ,1.56M,-5.79%
2018-02-07,15700 ,15600 ,16700 ,15000 ,1.99M,1.62%
2018-02-08,17300 ,16300 ,17300 ,16050 ,2.62M,10.19%
2018-02-09,17400 ,16650 ,18250 ,16550 ,2.27M,0.58%
2018-02-11,17400 ,17400 ,17400 ,17400 ,-,0.00%
2018-02-12,16600 ,17800 ,18000 ,16500 ,1.10M,-4.60%
2018-02-13,15500 ,16750 ,17000 ,15500 ,970.58K,-6.63%
2018-02-14,16200 ,15400 ,16200 ,15250 ,434.19K,4.52%
2018-02-18,16200 ,16200 ,16200 ,16200 ,-,0.00%
2018-02-19,16450 ,15950 ,16500 ,15900 ,349.29K,1.54%
2018-02-20,15550 ,16500 ,16500 ,15500 ,462.90K,-5.47%
2018-02-21,15700 ,15750 ,15950 ,15300 ,403.34K,0.96%
2018-02-22,15300 ,15650 ,15650 ,14900 ,484.45K,-2.55%
2018-02-23,15450 ,15350 ,15450 ,15100 ,235.24K,0.98%
2018-02-25,15450 ,15450 ,15450 ,15450 ,-,0.00%
2018-02-26,15350 ,15500 ,15750 ,15150 ,268.74K,-0.65%
2018-02-27,15000 ,15400 ,15500 ,14950 ,236.29K,-2.28%
2018-02-28,15100 ,14950 ,15400 ,14900 ,229.39K,0.67%
2018-03-02,14600 ,14900 ,14900 ,14300 ,328.49K,-3.31%
2018-03-04,14600 ,14600 ,14600 ,14600 ,-,0.00%
2018-03-05,14000 ,14600 ,14600 ,13950 ,332.93K,-4.11%
2018-03-06,14600 ,14200 ,14650 ,14200 ,227.26K,4.29%
2018-03-07,14300 ,14600 ,14850 ,14250 ,204.66K,-2.05%
2018-03-08,15950 ,14350 ,16100 ,14350 ,946.07K,11.54%
2018-03-09,16250 ,15800 ,16450 ,15700 ,538.10K,1.88%
2018-03-11,16250 ,16250 ,16250 ,16250 ,-,0.00%
2018-03-12,16600 ,16450 ,16800 ,16000 ,565.74K,2.15%
2018-03-13,16650 ,16600 ,16800 ,16200 ,344.63K,0.30%
2018-03-14,16250 ,16500 ,16650 ,15650 ,534.16K,-2.40%
2018-03-15,16100 ,16100 ,16600 ,15950 ,493.07K,-0.92%
2018-03-16,16250 ,16100 ,16900 ,16100 ,566.58K,0.93%
2018-03-18,16250 ,16250 ,16250 ,16250 ,-,0.00%
2018-03-19,15700 ,16050 ,16100 ,15700 ,344.48K,-3.38%
2018-03-20,17000 ,15500 ,17200 ,15450 ,841.34K,8.28%
2018-03-21,17100 ,17100 ,17600 ,16500 ,928.20K,0.59%
2018-03-22,16050 ,17200 ,17550 ,15750 ,804.86K,-6.14%
2018-03-23,14950 ,15100 ,15950 ,14950 ,749.88K,-6.85%
2018-03-26,15750 ,14700 ,15850 ,14550 ,397.24K,5.35%
2018-03-27,15900 ,16050 ,16150 ,15600 ,270.74K,0.95%
2018-03-28,15550 ,15500 ,15800 ,15200 ,220.12K,-2.20%
2018-03-29,15800 ,15750 ,15800 ,15400 ,191.98K,1.61%
2018-03-30,16150 ,16000 ,16250 ,15650 ,283.43K,2.22%
2018-04-01,16150 ,16150 ,16150 ,16150 ,-,0.00%
2018-04-02,17300 ,16250 ,17600 ,15950 ,1.34M,7.12%
2018-04-03,19000 ,17000 ,19000 ,16900 ,2.09M,9.83%
2018-04-04,18850 ,19350 ,19700 ,18050 ,1.46M,-0.79%
2018-04-05,18100 ,19050 ,19150 ,17850 ,789.32K,-3.98%
2018-04-06,18650 ,18000 ,18750 ,17550 ,641.93K,3.04%
2018-04-08,18650 ,18650 ,18650 ,18650 ,-,0.00%
2018-04-09,20450 ,18550 ,21250 ,18150 ,2.37M,9.65%
2018-04-10,20500 ,20550 ,21250 ,20300 ,1.12M,0.24%
2018-04-11,20700 ,20700 ,21550 ,20350 ,1.10M,0.98%
2018-04-12,19300 ,20700 ,20850 ,19050 ,1.05M,-6.76%
2018-04-13,21500 ,19050 ,21500 ,19000 ,1.19M,11.40%
2018-04-15,21500 ,21500 ,21500 ,21500 ,-,0.00%
2018-04-16,20450 ,22100 ,23100 ,20400 ,1.81M,-4.88%
2018-04-17,20500 ,20700 ,21200 ,20150 ,442.91K,0.24%
2018-04-18,19700 ,20500 ,20900 ,19300 ,762.46K,-3.90%
2018-04-19,19350 ,19700 ,19700 ,18550 ,649.86K,-1.78%
2018-04-20,19650 ,19150 ,19950 ,18750 ,430.66K,1.55%
2018-04-22,19650 ,19650 ,19650 ,19650 ,-,0.00%
2018-04-23,19050 ,19650 ,19900 ,18750 ,447.00K,-3.05%
2018-04-24,19050 ,19050 ,20000 ,18850 ,636.53K,0.00%
2018-04-25,18450 ,18750 ,19350 ,18200 ,401.52K,-3.15%
2018-04-26,19700 ,18750 ,19700 ,18550 ,452.97K,6.78%
2018-04-27,19300 ,19900 ,19950 ,18950 ,315.37K,-2.03%
2018-04-29,19300 ,19300 ,19300 ,19300 ,-,0.00%
2018-04-30,19200 ,19300 ,19300 ,18250 ,373.23K,-0.52%
2018-05-01,19200 ,19200 ,19200 ,19200 ,-,0.00%
2018-05-02,18650 ,18550 ,19300 ,18200 ,348.75K,-2.86%
2018-05-03,17550 ,18650 ,18750 ,17550 ,347.66K,-5.90%
2018-05-04,17400 ,17550 ,17900 ,17350 ,338.60K,-0.85%
2018-05-08,15750 ,17850 ,17900 ,15750 ,557.98K,-9.48%
2018-05-09,16750 ,15750 ,16750 ,15700 ,464.32K,6.35%
2018-05-10,16250 ,16500 ,16500 ,15800 ,352.73K,-2.99%
2018-05-11,16600 ,16200 ,16850 ,16200 ,209.59K,2.15%
2018-05-14,15200 ,16350 ,16500 ,15100 ,590.22K,-8.43%
2018-05-15,15350 ,15200 ,15600 ,14750 ,358.39K,0.99%
2018-05-16,15350 ,15100 ,15400 ,14750 ,318.20K,0.00%
2018-05-17,14750 ,15100 ,15250 ,14550 ,458.89K,-3.91%
2018-05-18,15150 ,14850 ,15200 ,14700 ,179.08K,2.71%
2018-05-21,14950 ,15100 ,15150 ,14850 ,140.64K,-1.32%
2018-05-23,14550 ,14950 ,14950 ,14400 ,168.92K,-2.68%
2018-05-24,14750 ,14400 ,14950 ,14400 ,139.89K,1.37%
2018-05-25,14700 ,14500 ,15000 ,14450 ,203.43K,-0.34%
2018-05-27,14700 ,14700 ,14700 ,14700 ,-,0.00%
2018-05-28,15200 ,14900 ,15550 ,14400 ,416.58K,3.40%
2018-05-29,14500 ,15200 ,15300 ,14500 ,232.37K,-4.61%
2018-05-30,14150 ,14450 ,14550 ,13650 ,418.80K,-2.41%
2018-05-31,14150 ,14150 ,14300 ,13900 ,180.70K,0.00%
2018-06-01,14550 ,14150 ,14700 ,14050 ,189.23K,2.83%
2018-06-03,14550 ,14550 ,14550 ,14550 ,-,0.00%
2018-06-04,13900 ,14500 ,14550 ,13900 ,231.59K,-4.47%
2018-06-05,14000 ,13800 ,14250 ,13800 ,167.87K,0.72%
2018-06-07,14250 ,13900 ,14300 ,13800 ,127.01K,1.79%
2018-06-08,14000 ,14250 ,14250 ,13950 ,105.29K,-1.75%
2018-06-10,14000 ,14000 ,14000 ,14000 ,-,0.00%
2018-06-11,13800 ,14000 ,14300 ,13750 ,101.41K,-1.43%
2018-06-12,13900 ,13750 ,14100 ,13700 ,159.15K,0.72%
2018-06-14,13450 ,14000 ,14000 ,13200 ,318.81K,-3.24%
2018-06-15,13350 ,13450 ,13700 ,13150 ,169.12K,-0.74%
2018-06-17,13350 ,13350 ,13350 ,13350 ,-,0.00%
2018-06-18,12600 ,13300 ,13450 ,12150 ,313.22K,-5.62%
2018-06-19,12200 ,12400 ,13000 ,12200 ,167.74K,-3.17%
2018-06-20,13100 ,12200 ,13100 ,12200 ,173.37K,7.38%
2018-06-21,12650 ,13100 ,13100 ,12650 ,102.89K,-3.44%
2018-06-22,13500 ,12650 ,13550 ,12500 ,184.51K,6.72%
2018-06-24,13500 ,13500 ,13500 ,13500 ,-,0.00%
2018-06-25,13550 ,13250 ,13700 ,13200 ,114.82K,0.37%
2018-06-26,13300 ,13550 ,13550 ,13000 ,124.09K,-1.85%
2018-06-27,12700 ,13150 ,13250 ,12700 ,175.42K,-4.51%
2018-06-28,12900 ,12600 ,13300 ,12550 ,173.18K,1.57%
2018-06-29,13000 ,13100 ,13150 ,12450 ,180.35K,0.78%
2018-07-02,12200 ,12950 ,13000 ,12200 ,153.50K,-6.15%
2018-07-03,12850 ,12300 ,12950 ,12300 ,150.67K,5.33%
2018-07-04,13250 ,12900 ,13250 ,12700 ,132.72K,3.11%
2018-07-05,13400 ,13400 ,13500 ,12850 ,155.19K,1.13%
2018-07-06,13600 ,13750 ,13800 ,12800 ,250.16K,1.49%
2018-07-08,13600 ,13600 ,13600 ,13600 ,-,0.00%
2018-07-09,14700 ,13650 ,15400 ,13550 ,1.19M,8.09%
2018-07-10,15000 ,14700 ,15150 ,14300 ,419.73K,2.04%
2018-07-11,14050 ,14700 ,14750 ,14050 ,244.85K,-6.33%
2018-07-12,14150 ,13950 ,14500 ,13900 ,221.96K,0.71%
2018-07-13,15200 ,14050 ,15500 ,13900 ,475.30K,7.42%
2018-07-15,15200 ,15200 ,15200 ,15200 ,-,0.00%
2018-07-16,15050 ,15400 ,15500 ,14650 ,255.44K,-0.99%
2018-07-17,14150 ,15300 ,15300 ,14050 ,306.05K,-5.98%
2018-07-18,14150 ,14250 ,14550 ,14050 ,192.09K,0.00%
2018-07-19,13650 ,14200 ,14250 ,13400 ,257.11K,-3.53%
2018-07-20,14100 ,13650 ,14200 ,13600 ,143.67K,3.30%
2018-07-23,13300 ,14200 ,14250 ,13250 ,163.71K,-5.67%
2018-07-24,13400 ,13150 ,13600 ,13100 ,186.54K,0.75%
2018-07-25,12650 ,13500 ,13650 ,12500 ,250.43K,-5.60%
2018-07-26,13200 ,12800 ,13250 ,12650 ,120.87K,4.35%
2018-07-27,13000 ,13450 ,13450 ,12900 ,131.20K,-1.52%
2018-07-29,13000 ,13000 ,13000 ,13000 ,-,0.00%
2018-07-30,13200 ,12900 ,13200 ,12800 ,139.56K,1.54%
2018-07-31,13500 ,13050 ,13800 ,13000 ,132.83K,2.27%
2018-08-01,13800 ,13350 ,13850 ,13350 ,132.38K,2.22%
2018-08-02,13100 ,13550 ,13600 ,13050 ,181.05K,-5.07%
2018-08-03,13350 ,13250 ,13350 ,13050 ,59.69K,1.91%
2018-08-06,13000 ,13350 ,13550 ,12950 ,112.01K,-2.62%
2018-08-07,13250 ,13000 ,13300 ,12850 ,57.15K,1.92%
2018-08-08,13250 ,13100 ,13600 ,13050 ,122.60K,0.00%
2018-08-09,13150 ,13250 ,13350 ,12900 ,82.94K,-0.75%
2018-08-10,13350 ,13100 ,13400 ,12850 ,129.11K,1.52%
2018-08-12,13350 ,13350 ,13350 ,13350 ,-,0.00%
2018-08-13,12750 ,13150 ,13200 ,12650 ,126.04K,-4.49%
2018-08-14,12500 ,12950 ,12950 ,12400 ,145.33K,-1.96%
2018-08-16,12700 ,12400 ,12800 ,12200 ,116.71K,1.60%
2018-08-17,13150 ,12800 ,13150 ,12650 ,97.31K,3.54%
2018-08-19,13150 ,13150 ,13150 ,13150 ,-,0.00%
2018-08-20,13000 ,13100 ,13350 ,13000 ,92.03K,-1.14%
2018-08-21,13700 ,13050 ,13850 ,13000 ,266.10K,5.38%
2018-08-22,13500 ,13700 ,13800 ,13450 ,87.95K,-1.46%
2018-08-23,13700 ,13500 ,13850 ,13350 ,125.43K,1.48%
2018-08-24,13950 ,14300 ,14500 ,13800 ,491.94K,1.82%
2018-08-26,13950 ,13950 ,13950 ,13950 ,-,0.00%
2018-08-27,14050 ,14200 ,14350 ,13800 ,253.07K,0.72%
2018-08-28,14250 ,14350 ,14700 ,14050 ,238.51K,1.42%
2018-08-29,14450 ,14400 ,14450 ,14000 ,146.79K,1.40%
2018-08-30,14050 ,14450 ,14550 ,13900 ,151.42K,-2.77%
2018-08-31,14750 ,14250 ,14950 ,14050 ,388.72K,4.98%
2018-09-02,14750 ,14750 ,14750 ,14750 ,-,0.00%
2018-09-03,14500 ,14850 ,14850 ,14450 ,178.21K,-1.69%
2018-09-04,14600 ,14400 ,14600 ,14200 ,157.89K,0.69%
2018-09-05,14050 ,14600 ,14700 ,13950 ,230.18K,-3.77%
2018-09-06,14050 ,14050 ,14350 ,13650 ,273.51K,0.00%
2018-09-07,14050 ,14050 ,14200 ,13700 ,134.12K,0.00%
2018-09-09,14050 ,14050 ,14050 ,14050 ,-,0.00%
2018-09-10,13850 ,14150 ,14250 ,13800 ,114.75K,-1.42%
2018-09-11,14600 ,13850 ,14600 ,13750 ,231.83K,5.42%
2018-09-12,14200 ,14600 ,14600 ,14050 ,199.77K,-2.74%
2018-09-13,14450 ,14350 ,14450 ,14050 ,187.27K,1.76%
2018-09-14,15150 ,14400 ,15800 ,14300 ,881.43K,4.84%
2018-09-16,15150 ,15150 ,15150 ,15150 ,-,0.00%
2018-09-17,14950 ,15300 ,15600 ,14600 ,441.23K,-1.32%
2018-09-18,15100 ,15050 ,15250 ,14750 ,330.10K,1.00%
2018-09-19,14500 ,15200 ,15250 ,14450 ,259.40K,-3.97%
2018-09-20,14400 ,14550 ,15050 ,14200 ,311.23K,-0.69%
2018-09-21,14300 ,14500 ,14700 ,14250 ,160.50K,-0.69%
2018-09-26,14300 ,14300 ,14300 ,14300 ,-,0.00%
2018-09-27,14700 ,14250 ,14750 ,14100 ,230.27K,2.80%
2018-09-28,14800 ,14700 ,15100 ,14550 ,326.33K,0.68%
2018-09-30,14800 ,14800 ,14800 ,14800 ,-,0.00%
2018-10-01,14150 ,14850 ,14850 ,14050 ,189.80K,-4.39%
2018-10-02,13350 ,14200 ,14350 ,13250 ,294.73K,-5.65%
